chart_group_id,dashboard_path,sheet,measure,fuel_label,chart_file,section_id,section_label,entry_kind
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__LPG.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),LPG,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__LPG.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Lignite.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Lignite,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Lignite.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Lubricants.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Lubricants,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Lubricants.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Motor_gasoline.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Motor gasoline,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Motor_gasoline.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Municipal solid waste (non-renewable),charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Municipal_solid_waste__renewable.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Municipal solid waste (renewable),charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Municipal_solid_waste__renewable.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Naphtha.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Naphtha,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Naphtha.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Natural_gas.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Natural gas,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Natural_gas.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Natural_gas_liquids.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Natural gas liquids,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Natural_gas_liquids.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Nuclear.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Nuclear,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Nuclear.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_biomass.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Other biomass,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_biomass.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_bituminous_coal.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Other bituminous coal,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_bituminous_coal.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_hydrocarbons.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Other hydrocarbons,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_hydrocarbons.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_liquid_biofuels.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Other liquid biofuels,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_liquid_biofuels.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_products.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Other products,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_products.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_recovered_gases.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Other recovered gases,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_recovered_gases.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_sources.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Other sources,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Other_sources.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Others.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Others,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Others.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Paraffin_waxes.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Paraffin waxes,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Paraffin_waxes.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Patent_fuel.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Patent fuel,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Patent_fuel.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__PetProd_nonspecified.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),PetProd nonspecified,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__PetProd_nonspecified.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Petroleum_coke.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Petroleum coke,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Petroleum_coke.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Refinery_feedstocks.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Refinery feedstocks,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Refinery_feedstocks.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Refinery_gas__not_liquefied.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Refinery gas (not liquefied),charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Refinery_gas__not_liquefied.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Solar_nonspecified.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Solar nonspecified,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Solar_nonspecified.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Solid_biomass.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Solid biomass,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Solid_biomass.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__White_spirit_SBP.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),White spirit SBP,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__White_spirit_SBP.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Wind.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Wind,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Wind.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__of_which__Photovoltaics.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),of which: Photovoltaics,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__of_which__Photovoltaics.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__09_08_02__Blast_furnaces__Outputs__PJ__02_04_Blast_furnace_gas.html,Other transformation and transfers > Transfers > Coal transformation > Blast furnaces,esto__09_08_02__Blast_furnaces,Outputs (PJ),02.04 Blast furnace gas,charts/esto__09_08_02__Blast_furnaces__Outputs__PJ__02_04_Blast_furnace_gas.html,sec-Other_transformation_and_transfers__Transfers__Coal_transformation__Blast_furnaces,Blast furnaces,direct
chart::charts/esto__09_06_02__Liquefaction_regasification_plants__Outputs__PJ__08_02_LNG.html,Other transformation and transfers > Transfers > Gas processing plants > Liquefaction/regasification plants,esto__09_06_02__Liquefaction_regasification_plants,Outputs (PJ),08.02 LNG,charts/esto__09_06_02__Liquefaction_regasification_plants__Outputs__PJ__08_02_LNG.html,sec-Other_transformation_and_transfers__Transfers__Gas_processing_plants__Liquefaction_regasification_plants,Liquefaction/regasification plants,direct
